,time,text,deaths,death_score,injuries,injury_score,city,city_score,country,country_score,earthquake,earthquake_score,tweet_loc
46,2021-08-15T14:08:10.000Z,"Pray for Haiti 🇭🇹 \nA 7.2-magnitude earthquake hit the country of Haiti Saturday morning causing  damage to homes, roads, and buildings and killing over 200 people. \n\nWe got word last night from Robenson that our youth empowerment program zone was not affected.🙏🏽 https://t.co/WQYgOCrYmc",200,"{'200': {'200': 0.5209764838218689, 'none': 0.1613909900188446, 'yes': 0.04883842542767525, 'no': 0.017826834693551064, '2': 0.016231520101428032}}",-1,"{'none': {'none': 0.1790515035390854, '200': 0.11292636394500732, '5000': 0.04707471653819084, '4000': 0.03666182607412338, '400': 0.03666182607412338}}",Haiti,"{'H': {'H': 0.7589856386184692, 'none': 0.12984712421894073, 'Port': 0.05498073622584343, 'P': 0.004374240525066853, 'Ha': 0.0034603087697178125}, 'ait': {'ait': 0.9971953630447388, 'av': 0.0009381896234117448, 'ai': 0.00033978972351178527, 'ain': 9.888444765238091e-05, 'ond': 8.070713374763727e-05}, 'i': {'i': 0.9982941746711731, 'í': 0.0005268565728329122, 'ian': 0.0003735972277354449, 'ï': 0.00012128925300203264, 'is': 7.831022958271205e-05}}",Haiti,-1,yes,-1,"[-87.940033, 41.644102, -87.523993, 42.0230669]"
47,2021-08-15T13:40:28.000Z,"The death toll in Haiti has risen to 304 with another 1800 people injured, according to a BBC Report. #PrayForHaiti",304,"{'304': {'304': 0.8935145735740662, 'none': 0.025746216997504234, '30': 0.008293526247143745, '300': 0.00731901079416275, '3': 0.004269141238182783}}",1800,"{'1800': {'1800': 0.8530261516571045, '18': 0.041163016110658646, '17': 0.01315649040043354, 'none': 0.007209162227809429, '3': 0.005658535752445459}}",Haiti,"{'H': {'H': 0.4547645151615143, 'none': 0.30770906805992126, 'Port': 0.16729852557182312, 'P': 0.006386298220604658, 'Ha': 0.005999371409416199}, 'ait': {'ait': 0.9964891672134399, 'av': 0.001113338628783822, 'ai': 0.0006053116521798074, 'ain': 0.00014265526260714978, 'ati': 6.429976929211989e-05}, 'i': {'i': 0.9976918697357178, 'ian': 0.0004946372355334461, 'í': 0.0003243910614401102, 'is': 0.00022823760809842497, 'ï': 0.0001709420612314716}}",Haiti,-1,yes,-1,"[-78.3688776, 17.7057855, -76.183028, 18.5250291]"
48,2021-08-15T13:33:06.000Z,Thanks everyone for their calls and messages. My family are well but the overall death toll continues to rise with over 300 deaths so far as the authorities continue to search for bodies in rubble of collapsed building/houses. Let's keep praying for #Haiti. Better days ahead,300,"{'300': {'300': 0.5845053195953369, 'none': 0.08553202450275421, 'over': 0.024125417694449425, '3000': 0.023566553369164467, '3': 0.012516101822257042}}",4000,"{'4000': {'4000': 0.2670069932937622, '4': 0.09227515757083893, '3000': 0.08401747792959213, 'none': 0.06243649125099182, '5000': 0.05957731604576111}}",Haiti,"{'H': {'H': 0.3344312608242035, 'none': 0.32414188981056213, 'Port': 0.2408818006515503, 'P': 0.005754207260906696, 'N': 0.004048591013997793}, 'ait': {'ait': 0.9934427738189697, 'av': 0.0012382220011204481, 'ai': 0.0005409391014836729, 'ond': 0.00023265501658897847, 'ou': 0.000188409787369892}, 'i': {'i': 0.9966992735862732, 'ian': 0.00107931240927428, 'í': 0.0002352484007133171, 'ï': 0.00020923424744978547, 'ip': 0.0001980989909498021}}",Haiti,-1,yes,-1,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]"
49,2021-08-15T11:19:42.000Z,Haiti earthquake: Death toll rises to 304 and state of emergency declared following 7.2-magnitude earthquake in western #Haiti| World News | Sky News #Haitiearthquake2021 https://t.co/4GDU4nZ6VI,304,"{'304': {'304': 0.924221932888031, 'none': 0.028348587453365326, '30': 0.004737524781376123, '300': 0.003058775793761015, '4': 0.002851092489436269}}",-1,"{'none': {'none': 0.165969118475914, '4000': 0.1233377754688263, '7': 0.04792390018701553, '4': 0.04572930186986923, '3000': 0.043977443128824234}}",Haiti,"{'H': {'H': 0.6453934907913208, 'none': 0.18490834534168243, 'Port': 0.11753489077091217, 'P': 0.0028968104161322117, '#': 0.0016249633627012372}, 'ait': {'ait': 0.9965237975120544, 'av': 0.0014074408682063222, 'ain': 0.00023705170315224677, 'ai': 0.000177543523022905, 'ond': 0.00014266022481024265}, 'i': {'i': 0.998286783695221, 'í': 0.0003296959330327809, 'ian': 0.00030972069362178445, 'ï': 0.00012911080557387322, 'is': 0.00010213503992417827}}",Haiti,-1,yes,-1,"[101.6682318, 3.1049064, 101.7423782, 3.1921549]"
50,2021-08-15T04:50:16.000Z,Earthquake of 7.2 magnitude hits #Haiti. Devastating and tragic news. 300 feared death and massive damages to infrastructure. #HaitiQuake 😭 https://t.co/fkLwEHAjYT,300,"{'300': {'300': 0.7749229073524475, 'none': 0.09400881826877594, '3000': 0.017941895872354507, '30': 0.011404563672840595, '3': 0.010143428109586239}}",-1,"{'none': {'none': 0.1722210794687271, '3000': 0.14730851352214813, '300': 0.06744274497032166, '4000': 0.06536775082349777, '3': 0.032868970185518265}}",Haiti,"{'H': {'H': 0.6840447187423706, 'none': 0.2363995462656021, 'Port': 0.04511764273047447, '#': 0.0017908866284415126, 'Ha': 0.0016823821933940053}, 'ait': {'ait': 0.9983007311820984, 'av': 0.0006871549412608147, 'ai': 9.899405995383859e-05, 'ond': 9.899405995383859e-05, 'ato': 3.816561002167873e-05}, 'i': {'i': 0.9980154037475586, 'ian': 0.0004947976558469236, 'í': 0.00042988770292140543, 'ï': 0.00026901683304458857, 'is': 0.00013110834697727114}}",Haiti,-1,yes,-1,"[72.4367386, 22.9232559, 72.7037246, 23.1046616]"
51,2021-08-15T04:01:58.000Z,"Due to 7.2-magnitude earthquake struck Haiti, at least 304 people died, wounding more than 1,800 others, and causing a landslide which blocked a national highway.\nThe number of casualties is expected to increase.\n #PrayForHaiti #haitiearthquake #Haiti https://t.co/GSF5xicK1O",304,"{'304': {'304': 0.791526734828949, 'none': 0.07135829329490662, '3': 0.010523923672735691, '4': 0.007120843045413494, '30': 0.006138550117611885}}",1800,"{'1800': {'1800': 0.27183181047439575, '1': 0.1573241800069809, '18': 0.10317571461200714, '17': 0.06661524623632431, 'none': 0.030498681589961052}}",,"{'none': {'none': 0.4052124619483948, 'H': 0.39893025159835815, 'Port': 0.13155323266983032, 'P': 0.007081859745085239, 'Ha': 0.004431714303791523}}",Haiti,-1,yes,-1,"[79.6505263, 5.9213829, 81.8787816, 9.8359375]"
52,2021-08-14T23:48:03.000Z,"The death toll in #Haiti increased to at least 304, the country's civil protection agency confirmed to @ABC News. \n\nOver 1,800 people are injured. #EarthquakeHaiti",304,"{'304': {'304': 0.913502037525177, 'none': 0.031750570982694626, '300': 0.0030949930660426617, '30': 0.0030232975259423256, '3': 0.0028180230874568224}}",1800,"{'1800': {'1800': 0.3772909939289093, '17': 0.11871987581253052, '18': 0.11687929928302765, '1': 0.10476992279291153, 'none': 0.024119405075907707}}",Haiti,"{'H': {'H': 0.4338897466659546, 'none': 0.27152127027511597, 'Port': 0.26316744089126587, 'P': 0.0023861124645918608, 'Ha': 0.0015526728238910437}, 'ait': {'ait': 0.9964922070503235, 'av': 0.0014295594301074743, 'ai': 0.0002484201977495104, 'ond': 0.00015067445929162204, 'ato': 6.582479545613751e-05}, 'i': {'i': 0.9983634352684021, 'ian': 0.000560874817892909, 'í': 0.00023018252977635711, 'is': 0.0001557492942083627, 'ï': 0.00015095739217940718}}",Haiti,-1,yes,-1,"[-66.041626, 18.424088, -65.981677, 18.457703]"
53,2021-08-14T23:46:23.000Z,"Haiti might collapse. Massive earthquake likely to kill at least 100k, Prime Ministers assassinated last month, incoming direct hit category 4 hurricane AND covid pandemic\n\nIt’s too much for an underdeveloped country to withstand. They need help ASAP",100000,"{'100': {'100': 0.5327871441841125, 'none': 0.11343692243099213, '10': 0.025709792971611023, '400': 0.01158831175416708, '10000': 0.010147064924240112}, 'k': {'k': 0.511924684047699, '000': 0.31538763642311096, '|': 0.05743635445833206, ',': 0.050687406212091446, 'K': 0.0499015711247921}}",-1,"{'none': {'none': 0.13812203705310822, '100': 0.07393140345811844, '4000': 0.05537206679582596, '4': 0.053250789642333984, '10': 0.04082879796624184}}",Haiti,"{'H': {'H': 0.7725045680999756, 'none': 0.12809380888938904, 'Port': 0.04030650854110718, 'Ha': 0.003206765977665782, 'New': 0.001729920506477356}, 'ait': {'ait': 0.9972834587097168, 'av': 0.0006550197140313685, 'ai': 0.0005515819066204131, 'ain': 0.00014055556675884873, 'ond': 9.146124648395926e-05}, 'i': {'i': 0.9986805319786072, 'ian': 0.00015579877072013915, 'is': 0.00015100534074008465, 'í': 0.00013536031474359334, 'ï': 0.00012616968888323754}}",Haiti,-1,yes,-1,"[-118.369186, 33.8729138, -118.343796, 33.902665]"
54,2021-08-14T21:03:46.000Z,"Let’s keep Haiti 🇭🇹 #Haiti in our prayers. The toll has risen to at least 227 deaths, with hundreds injured and missing, after a 7.2 magnitude earthquake struck Haiti. Prime Minister Ariel Henry said he was rushing aid to damaged towns and hospitals overwhelmed with casualties.",227,"{'227': {'227': 0.4438037574291229, 'none': 0.0894625335931778, 'yes': 0.07077069580554962, '22': 0.06443744897842407, 'no': 0.03214903548359871}}",-1,"{'none': {'none': 0.0970100611448288, '300': 0.07555150985717773, '400': 0.04238055646419525, 'h': 0.04205074906349182, '100': 0.0398128479719162}}",Haiti,"{'H': {'H': 0.6629959940910339, 'Port': 0.15026403963565826, 'none': 0.1433829516172409, 'P': 0.004099362529814243, 'Ha': 0.0027521818410605192}, 'ait': {'ait': 0.9968438148498535, 'av': 0.0009090038947761059, 'ai': 0.0005099049885757267, 'ain': 0.00018612376879900694, 'ati': 5.128249176777899e-05}, 'i': {'i': 0.9981054067611694, 'ian': 0.000518590328283608, 'í': 0.00040387854096479714, 'is': 0.00016318167035933584, 'ï': 0.00013422958727460355}}",Haiti,-1,yes,-1,"[-61.0797364, 13.7079554, -60.872973, 14.1101013]"
55,2021-08-14T20:17:58.000Z,"227 dead and hundreds of wounded, provisional death toll from 14 August #Haiti #haitiearthquake https://t.co/ZrzzghZLXx",227,"{'227': {'227': 0.46102049946784973, 'none': 0.10448750108480453, '22': 0.027686432003974915, '27': 0.017875703051686287, '14': 0.0166619885712862}}",-1,"{'none': {'none': 0.17869503796100616, '300': 0.06625382602214813, '100': 0.04379110410809517, '200': 0.04311218857765198, '400': 0.04244379699230194}}",Haiti,"{'H': {'H': 0.4546297788619995, 'none': 0.24334579706192017, 'Port': 0.2322021871805191, 'Ha': 0.007066893391311169, 'P': 0.004972179885953665}, 'ait': {'ait': 0.9982478618621826, 'av': 0.00059697893448174, 'ai': 0.0001005476588034071, 'ain': 6.910532829351723e-05, 'ond': 6.391198257915676e-05}, 'i': {'i': 0.9979135394096375, 'ian': 0.0008415933698415756, 'í': 0.00030007932218723, 'ï': 0.00016832926485221833, 'ip': 9.080682502826676e-05}}",Haiti,-1,yes,-1,"[-3.3285119, 55.894729, -3.077505, 55.991662]"
56,2021-08-14T19:50:12.000Z,DEVELOPING: At least 227 people confirmed dead after 7.2M #earthquake rocks Haiti; death toll expected to rise. #BREAKING,227,"{'227': {'227': 0.40554675459861755, 'none': 0.14919233322143555, '22': 0.04843565449118614, 'yes': 0.023058827966451645, '7': 0.02115996927022934}}",-1,"{'none': {'none': 0.1493518203496933, '7': 0.08377877622842789, '4000': 0.029639776796102524, '4': 0.028504295274615288, '3': 0.025352243334054947}}",Haiti,"{'H': {'H': 0.6953611969947815, 'none': 0.15515606105327606, 'Port': 0.10663709789514542, 'P': 0.0025473572313785553, 'Ha': 0.002128396648913622}, 'ait': {'ait': 0.996213972568512, 'av': 0.0018639764748513699, 'ai': 0.0003728187584783882, 'ond': 0.0001318981230724603, 'ain': 8.786308899288997e-05}, 'i': {'i': 0.9972113966941833, 'ian': 0.0009529792587272823, 'í': 0.0005262850900180638, 'is': 0.00014500677934847772, 'ï': 0.0001416477025486529}}",Haiti,-1,yes,-1,"[-122.523373, 48.910742, -122.413813, 48.9649531]"
57,2021-08-14T19:04:33.000Z,JUST IN: Haiti #earthquake Death Toll rises to 29.,29,"{'29': {'29': 0.735679030418396, 'none': 0.1566350907087326, '30': 0.006026138551533222, '28': 0.004656638950109482, '4': 0.0028688719030469656}}",-1,"{'none': {'none': 0.3230907618999481, '29': 0.03458977863192558, '5000': 0.020654499530792236, '0': 0.017666731029748917, '4': 0.016857711598277092}}",Haiti,"{'H': {'H': 0.7320049405097961, 'none': 0.11764390021562576, 'Port': 0.10382037609815598, 'Ha': 0.0029915368650108576, 'P': 0.002599092200398445}, 'ait': {'ait': 0.9968421459197998, 'av': 0.0014986915048211813, 'ai': 0.00022276060190051794, 'ain': 0.00010198723612120375, 'ond': 7.819632446626201e-05}, 'i': {'i': 0.9979574680328369, 'í': 0.00048709832481108606, 'ian': 0.0002607249189168215, 'ï': 0.00022652173356618732, 'I': 0.00016062796930782497}}",Haiti,-1,yes,-1,"[-122.523373, 48.910742, -122.413813, 48.9649531]"
58,2021-08-14T17:12:58.000Z,🚨#BREAKING After a 7.2 magnitude earthquake hits #Haiti this morning so far the earthquake has claimed at least 29 people and extensive to extreme material damage https://t.co/NkPuoBi7Bj,29,"{'29': {'29': 0.5899975895881653, 'none': 0.25775086879730225, 'no': 0.007543931249529123, 'yes': 0.006922700442373753, '30': 0.006303190253674984}}",-1,"{'none': {'none': 0.3109959661960602, '29': 0.07048535346984863, '28': 0.01548357680439949, '30': 0.013988246209919453, 'yes': 0.013140741735696793}}",Haiti,"{'H': {'H': 0.6179052591323853, 'none': 0.220320925116539, 'Port': 0.11978639662265778, 'P': 0.0020132949575781822, 'Ha': 0.0016821707831695676}, 'ait': {'ait': 0.996954083442688, 'av': 0.0010301503352820873, 'ond': 0.00019660763791762292, 'ai': 0.0001220764679601416, 'ato': 7.639349496457726e-05}, 'i': {'i': 0.9976327419281006, 'í': 0.000697509094607085, 'ian': 0.0004364900232758373, 'ï': 0.00021948094945400953, 'is': 0.00013105807011015713}}",Haiti,-1,yes,-1,"[-80.519851, 39.719801, -74.689517, 42.516072]"
59,2021-08-14T16:51:31.000Z,A lot of damage in Okay. So far 29 reported deaths. #haitiearthquake #tranbleman #lescayes #ayiti #haiti https://t.co/ZPTHugLeD3,29,"{'29': {'29': 0.6692302227020264, 'none': 0.24237912893295288, '28': 0.007976029068231583, '30': 0.004236036911606789, '4': 0.002980424091219902}}",-1,"{'none': {'none': 0.4339737594127655, '29': 0.05827490985393524, '28': 0.014734203927218914, '9': 0.013002889230847359, '30': 0.012901701033115387}}",Okay,"{'Okay': {'Okay': 0.3982679843902588, 'Ok': 0.06975141167640686, 'none': 0.05517790466547012, 'O': 0.045744091272354126, 'Les': 0.04399166256189346}}",USA,-1,no,-1,"[-74.4798235, 18.0214258, -71.6284598, 20.0894352]"
